,Rank,Name,City,State,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon
638,639,Hiram College,Hiram,OH,Private,1200,1221,21474,23318,47757,84100,64,940,1200,18,24,www.hiram.edu,41.312555,-81.14371
639,640,University of Memphis,Memphis,TN,Public,19875,21521,13921,8960,36372,85800,85,1010,1230,19,25,www.mephis.edu,35.1490215,-90.0516285
640,641,Eastern Kentucky University,Richmond,KY,Public,16155,16612,11892,8234,31978,80700,87,960,1130,20,25,www.eku.edu,37.7478572,-84.2946539
641,642,Fisk University,Nashville,TN,Private,701,738,28362,9396,37070,83600,45,940,1260,16,22,www.fisk.edu/Home.aspx,36.1622296,-86.7743531
642,643,Guilford College,Greensboro,NC,Private,1680,2050,23560,22964,50813,75600,91,,,,,www.guilford.edu,36.0726355,-79.7919754
643,644,Carson-Newman University,Jefferson City,TN,Private,1934,2514,18003,20126,40640,76500,67,940,1150,20,26,www.cn.edu,36.122311,-83.4923961
644,645,Morehouse College,Atlanta,GA,Private,2202,2219,34928,17318,48723,98700,74,950,1160,18,23,www.morehouse.edu,33.7489924,-84.3902644
645,646,New Mexico State University,Las Cruces,NM,Public,13379,14432,8625,9582,34720,96700,64,910,1160,18,23,www.nmsu.edu,32.3140354,-106.7798078
646,647,Indiana State University,Terre Haute,IN,Public,13626,13763,13012,9297,32938,85600,85,900,1110,17,23,www.indstate.edu,39.4667025,-87.4139119
647,648,Emory &amp; Henry College,Emory,VA,Private,1094,1226,19340,27155,48100,70700,72,988,1170,19,25,www.ehc.edu,36.7728907,-81.8362343
648,649,Wells College,Aurora,NY,Private,488,516,22828,30207,55180,,80,,,,,www.wells.edu,42.7338407,-78.6377068
649,650,Catawba College,Salisbury,NC,Private,1336,1463,19807,23662,44921,78100,42,930,1100,18,23,www.catawba.edu,35.6709727,-80.4742261
