Rank,Name,City,Code,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon,State
548,"University of Nevada, Las Vegas",Las Vegas,NV,Public,27561,30471,10555.0,4998.0,37639,90400.0,81.0,1030.0,1240.0,19.0,24.0,www.unlv.edu,36.1672559,-115.1485163,Nevada
549,Wisconsin Lutheran College,Milwaukee,WI,Private,1114,1198,20073.0,18027.0,41996,82500.0,90.0,1008.0,1278.0,20.0,26.0,www.wlc.edu,43.0349931,-87.92249699999999,Wisconsin
550,Randolph College,Lynchburg,VA,Private,684,691,25614.0,26264.0,54225,,86.0,950.0,1190.0,19.0,25.0,www.randolphcollege.edu,37.4137536,-79.1422464,Virginia
551,"CUNY, College of Staten Island",Staten Island,NY,Public,13594,15245,5687.0,7929.0,39124,94600.0,,,,,,www.csi.cuny.edu,40.5834557,-74.14960479999999,New York
552,Vanguard University,Costa Mesa,CA,Private,2116,2394,21374.0,22396.0,46770,85600.0,47.0,930.0,1120.0,18.0,24.0,www.vanguard.edu,33.6633386,-117.90331699999999,California
553,Immaculata University,Immaculata,PA,Private,1906,2481,31971.0,21301.0,45960,88100.0,83.0,950.0,1170.0,17.0,23.0,www.immaculata.edu,40.0308979,-75.5595448,Pennsylvania
554,Lycoming College,Williamsport,PA,Private,1217,1404,19019.0,31000.0,53870,91000.0,64.0,988.0,1200.0,21.0,25.0,www.lycoming.edu,41.2493292,-77.0027671,Pennsylvania
555,"University of Louisiana, Lafayette",Lafayette,LA,Public,17297,17556,12768.0,7899.0,38503,92500.0,51.0,820.0,1180.0,21.0,26.0,www.louisiana.edu,30.2240897,-92.0198427,Louisiana
556,Huntington University,Huntington,IN,Private,1146,1321,21892.0,17623.0,37296,,81.0,950.0,1170.0,20.0,24.0,www.huntington.edu,40.8831011,-85.497476,Indiana
557,Hollins University,Roanoke,VA,Private,674,790,19456.0,32492.0,54205,78000.0,48.0,1110.0,1295.0,23.0,28.0,www.hollins.edu/index.shtml,37.270973,-79.94143129999999,Virginia
558,Benedictine University,Lisle,IL,Private,3731,5100,23827.0,18272.0,48016,89400.0,62.0,916.0,1100.0,19.0,25.0,www.ben.edu,41.801140999999994,-88.0747875,Illinois
559,"University of North Carolina, Greensboro",Greensboro,NC,Public,18091,19922,12226.0,9017.0,35818,76600.0,78.0,1030.0,1180.0,20.0,25.0,www.uncg.edu,36.0726355,-79.79197540000001,North Carolina
560,King's College (PA),Wilkes-Barre,PA,Private,2244,2469,25898.0,21560.0,52030,86500.0,71.0,,,,,www.kings.edu,41.2464824,-75.8817316,Pennsylvania
561,Hastings College,Hastings,NE,Private,1202,1227,21703.0,19652.0,43527,87100.0,68.0,970.0,1150.0,20.0,25.0,www.hastings.edu,40.5861322,-98.3898883,Nebraska
562,Georgia Southern University,Statesboro,GA,Public,20314,20418,16548.0,6648.0,33646,88000.0,68.0,1100.0,1230.0,22.0,26.0,www.georgiasouthern.edu,32.4490141,-81.78329120000001,Georgia
563,Southern Illinois University Edwardsville,Edwardsville,IL,Public,13294,13796,15574.0,6756.0,37774,90100.0,90.0,980.0,1225.0,20.0,26.0,www.siue.edu,38.8114364,-89.95315699999999,Illinois
564,Western Michigan University,Kalamazoo,MI,Public,19990,22869,16934.0,7894.0,27895,92200.0,82.0,960.0,1190.0,20.0,26.0,www.wmich.edu,42.291707,-85.5872286,Michigan
565,Asbury University,Wilmore,KY,Private,1772,1990,28095.0,15833.0,40575,70800.0,70.0,980.0,1280.0,21.0,28.0,www.asbury.edu,37.8640406,-84.6601993,Kentucky
566,Oakland University,Rochester,MI,Public,19321,19333,12779.0,9476.0,36581,93300.0,84.0,1010.0,1230.0,21.0,27.0,www.oakland.edu,42.680588,-83.1338214,Michigan
567,University of New Mexico,Albuquerque,NM,Public,23124,26221,14315.0,6847.0,36736,94000.0,67.0,930.0,1170.0,19.0,25.0,www.unm.edu,35.0841034,-106.6509851,New Mexico
568,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Public,9260,9729,19725.0,5720.0,35750,92200.0,73.0,970.0,1150.0,19.0,24.0,www.bloomu.edu,41.0044958,-76.4537302,Pennsylvania
569,Boise State University,Boise,ID,Public,23634,24121,13796.0,8258.0,37248,86400.0,84.0,940.0,1160.0,21.0,26.0,www.boisestate.edu,43.6166163,-116.20088600000001,Idaho
570,College of the Atlantic,Bar Harbor,ME,Private,354,390,20234.0,37756.0,54969,,68.0,,,,,www.coa.edu/index.htm,44.3864565,-68.2118571,Maine
571,"University of Texas, Rio Grande Valley",Edinburg,TX,Public,27807,27809,3901.0,9398.0,29995,81200.0,80.0,950.0,1120.0,17.0,22.0,www.utrgv.edu,26.3013982,-98.16245009999999,Texas
572,Maryville College,Maryville,TN,Private,1181,1247,18146.0,27778.0,49266,75300.0,49.0,930.0,1150.0,20.0,27.0,www.maryvillecollege.edu,35.7564719,-83.9704593,Tennessee
573,Oral Roberts University,Tulsa,OK,Private,3781,3919,19035.0,19393.0,41054,85100.0,93.0,990.0,1210.0,20.0,26.0,www.oru.edu,36.1556805,-95.9929113,Oklahoma
574,"University of Alaska, Fairbanks",Fairbanks,AK,Public,7664,11866,9988.0,7457.0,32563,101800.0,77.0,1030.0,1270.0,17.0,25.0,www.alaska.edu,64.837845,-147.716675,Alaska
575,Randolph-Macon College,Ashland,VA,Private,1453,1491,25621.0,25338.0,54180,,62.0,1050.0,1233.0,21.0,27.0,www.rmc.edu,37.759401200000006,-77.4806603,Virginia
576,Montana Tech of the University of Montana,Butte,MT,Public,1909,2155,12993.0,6405.0,35755,112600.0,92.0,1115.0,1300.0,22.0,27.0,www.mtech.edu,46.0131505,-112.53650890000002,Montana
577,"St. John's College, Santa Fe",Santa Fe,NM,Private,354,386,20605.0,31845.0,65456,,63.0,1190.0,1350.0,23.0,32.0,www.sjca.edu,35.68699960000001,-105.9377997,New Mexico
578,"Indiana University-Purdue University, Indianapolis",Indianapolis,IN,Public,25516,29791,12021.0,11347.0,43022,88200.0,80.0,995.0,1190.0,19.0,26.0,www.iupui.edu,39.779801,-86.1394092,Indiana
579,Hartwick College,Oneonta,NY,Private,1201,1435,26136.0,29494.0,57627,99200.0,89.0,920.0,1100.0,21.0,26.0,www.hartwick.edu,42.453492,-75.0629531,New York
580,Alfred University,Alfred,NY,Private,2017,2354,22286.0,20676.0,43686,92000.0,63.0,990.0,1210.0,21.0,26.0,www.alfred.edu,42.2542334,-77.7906062,New York
581,Oklahoma Baptist University,Shawnee,OK,Private,2056,2093,16267.0,18708.0,39840,76600.0,65.0,960.0,1150.0,20.0,26.0,www.okbu.edu,35.327292799999995,-96.92530040000001,Oklahoma
582,Alma College,Alma,MI,Private,1426,1484,21836.0,28481.0,52475,89900.0,64.0,1030.0,1230.0,20.0,27.0,www.alma.edu,43.37892,-84.659727,Michigan
583,Saint Cloud State University,St. Cloud,MN,Public,14975,15955,14633.0,5216.0,28920,91600.0,86.0,958.0,1188.0,18.0,24.0,www.stcloudstate.edu,45.5616075,-94.16420040000001,Minnesota
584,Capital University,Columbus,OH,Private,3120,3384,20866.0,25272.0,48674,85100.0,69.0,1075.0,1245.0,22.0,27.0,www.capital.edu,39.9622601,-83.00070649999999,Ohio
585,Liberty University,Lynchburg,VA,Private,60084,75044,27573.0,10400.0,38364,73600.0,30.0,1040.0,1240.0,21.0,27.0,www.liberty.edu,37.4137536,-79.1422464,Virginia
586,Russell Sage College,Troy,NY,Private,1560,2525,19696.0,21706.0,45397,81100.0,56.0,,,,,www.sage.edu/rsc,40.740255700000006,-74.0055355,New York
587,Converse College,Spartanburg,SC,Private,906,1478,21556.0,12497.0,34190,71000.0,71.0,970.0,1160.0,20.0,26.0,www.converse.edu,34.949800700000004,-81.9320157,South Carolina
588,Oglethorpe University,Atlanta,GA,Private,1250,1589,22018.0,27532.0,53490,91400.0,58.0,1110.0,1310.0,22.0,28.0,www.oglethorpe.edu,33.7489924,-84.3902644,Georgia
589,Central Michigan University,Mount Pleasant,MI,Public,20786,23257,15531.0,8624.0,35236,83600.0,68.0,1010.0,1200.0,20.0,27.0,www.cmich.edu,43.597646000000005,-84.7668495,Michigan
590,"University of Wisconsin, Milwaukee",Milwaukee,WI,Public,24337,24988,16650.0,5647.0,35510,90300.0,72.0,,,20.0,25.0,www.uwm.edu,43.0349931,-87.92249699999999,Wisconsin
591,Bowling Green State University,Bowling Green,OH,Public,16592,17357,19128.0,6542.0,32105,87500.0,73.0,990.0,1230.0,19.0,24.0,www.bgsu.edu,41.3747744,-83.65132290000001,Ohio
592,Texas Woman's University,Denton,TX,Public,12020,15473,9493.0,8426.0,29683,83400.0,86.0,890.0,1080.0,17.0,23.0,www.twu.edu,33.1838787,-97.1413417,Texas
593,University of Mount Union,Alliance,OH,Private,2195,2257,22786.0,17954.0,42725,88500.0,81.0,980.0,1200.0,20.0,25.0,www.mountunion.edu,40.915336200000006,-81.1059309,Ohio
594,Clarke University,Dubuque,IA,Private,845,1039,24334.0,17474.0,45900,80200.0,63.0,970.0,1148.0,20.0,25.0,www.clarke.edu,42.5006217,-90.66479670000001,Iowa
595,Carthage College,Kenosha,WI,Private,2860,2940,26532.0,26379.0,57250,85400.0,68.0,1040.0,1300.0,21.0,27.0,www.carthage.edu,42.584677299999996,-87.82122629999999,Wisconsin
596,Centenary College of Louisiana,Shreveport,LA,Private,501,588,24704.0,26633.0,53000,88400.0,62.0,1030.0,1210.0,22.0,28.0,www.centenary.edu,32.522182799999996,-93.7651944,Louisiana
597,Wichita State University,Wichita,KS,Public,12704,15075,14113.0,5793.0,32716,87300.0,94.0,1000.0,1275.0,20.0,27.0,www.wichita.edu,37.6922361,-97.3375448,Kansas
598,Aurora University,Aurora,IL,Private,4248,5833,17220.0,15909.0,37028,83400.0,87.0,950.0,1130.0,19.0,23.0,www.aurora.edu,41.7571701,-88.31475390000001,Illinois
599,Georgetown College (KY),Georgetown,KY,Private,1051,1767,20769.0,29107.0,50086,81900.0,67.0,,,20.0,26.0,www.georgetowncollege.edu,38.2097967,-84.55883109999999,Kentucky
600,Western Kentucky University,Bowling Green,KY,Public,20257,21431,11850.0,7295.0,36806,83100.0,95.0,970.0,1180.0,19.0,27.0,www.wku.edu,36.990319899999996,-86.4436018,Kentucky
601,Wayne State University,Detroit,MI,Public,20314,27064,12970.0,9682.0,40763,91700.0,67.0,1000.0,1210.0,21.0,28.0,www.wayne.edu,42.331550899999996,-83.04664029999999,Michigan
602,Western Colorado University,Gunnison,CO,Public,2814,3343,17229.0,6195.0,35144,81500.0,86.0,990.0,1200.0,20.0,25.0,www.western.edu,38.64767020000001,-107.06031259999999,Colorado
603,Rhode Island College,Providence,RI,Public,8171,8318,10366.0,6877.0,35465,83500.0,74.0,880.0,1090.0,15.0,22.0,www.ric.edu,41.8239891,-71.4128343,Rhode Island
604,Weber State University,Ogden,UT,Public,27949,32248,12061.0,4579.0,29912,94000.0,,,,,,www.weber.edu,41.2230048,-111.9738429,Utah
605,Salem College,Winston-Salem,NC,Private,968,984,17669.0,25354.0,46080,73700.0,57.0,1020.0,1300.0,23.0,29.0,www.salem.edu,36.0998131,-80.2440518,North Carolina
606,"University of Texas, El Paso",El Paso,TX,Public,24386,25078,8135.0,9183.0,36955,92100.0,100.0,920.0,1130.0,16.0,22.0,www.utep.edu,31.7754152,-106.464634,Texas
607,Spring Hill College,Mobile,AL,Private,1442,1485,21108.0,29825.0,55168,,46.0,1025.0,1185.0,21.0,26.0,www.shc.edu,30.6943566,-88.04305409999999,Alabama
608,Sweet Briar College,Sweet Briar,VA,Private,323,406,21291.0,30802.0,54155,79700.0,93.0,993.0,1180.0,20.0,28.0,www.sbc.edu,38.1352892,-79.0626247,Virginia
609,University of Toledo,Toledo,OH,Public,18077,20579,13832.0,8050.0,34375,92500.0,94.0,1020.0,1240.0,20.0,26.0,www.utoledo.edu,41.6529143,-83.5378173,Ohio
610,University of Montana,Missoula,MT,Public,11671,11865,15006.0,5404.0,38356,87800.0,93.0,1060.0,1270.0,21.0,26.0,www.umt.edu,46.8701049,-113.9952672,Montana
611,Southeastern Louisiana University,Hammond,LA,Public,14285,16512,12739.0,7250.0,34155,83900.0,88.0,,,19.0,24.0,www.selu.edu,30.5043583,-90.4611995,Louisiana
612,University of South Alabama,Mobile,AL,Public,12848,15569,14237.0,6927.0,28210,86400.0,82.0,1010.0,1200.0,20.0,26.0,www.southalabama.edu,30.6943566,-88.04305409999999,Alabama
613,Murray State University,Murray,KY,Public,9916,10012,11497.0,8426.0,37870,79900.0,87.0,980.0,1190.0,21.0,27.0,www.murraystate.edu,36.610333399999995,-88.314761,Kentucky
614,Anderson University (IN),Anderson,IN,Private,1877,1961,23799.0,17790.0,43450,78600.0,65.0,910.0,1110.0,19.0,25.0,anderson.edu,40.1053196,-85.6802541,Indiana
615,University of West Florida,Pensacola,FL,Public,12449,13040,10729.0,5222.0,31895,81700.0,50.0,1080.0,1240.0,22.0,27.0,www.uwf.edu,30.421309,-87.2169149,Florida
616,University of New Orleans,New Orleans,LA,Public,7964,8082,11135.0,8151.0,28568,91600.0,57.0,1030.0,1250.0,20.0,25.0,www.uno.edu,29.949932300000004,-90.0701156,Louisiana
617,Indiana University of Pennsylvania,Indiana,PA,Public,12003,12431,20940.0,6772.0,32461,85900.0,91.0,910.0,1120.0,17.0,23.0,www.iup.edu,40.621455100000006,-79.1525349,Pennsylvania
618,North Greenville University,Tigerville,SC,Private,2356,2565,26450.0,15812.0,36000,,61.0,930.0,1270.0,19.0,28.0,www.ngu.edu,35.0684492,-82.36845090000001,South Carolina
619,University of Texas at San Antonio,San Antonio,TX,Public,27880,30768,12745.0,8177.0,34484,87500.0,79.0,1030.0,1210.0,20.0,25.0,www.utsa.edu,29.424600199999997,-98.4951405,Texas
620,Millikin University,Decatur,IL,Private,2040,2132,20435.0,23312.0,47664,83400.0,65.0,1080.0,1260.0,19.0,26.0,www.millikin.edu/Pages/default.aspx,39.8454163,-88.9524151,Illinois
621,Northern Illinois University,DeKalb,IL,Public,15429,18045,19786.0,9482.0,38314,95500.0,53.0,,,19.0,24.0,www.niu.edu/index.shtml,41.89034470000001,-88.7713953,Illinois
622,Cleveland State University,Cleveland,OH,Public,14594,16371,16582.0,7096.0,30825,88600.0,90.0,990.0,1210.0,19.0,25.0,www.csuohio.edu,41.5051613,-81.6934446,Ohio
623,Humboldt State University,Arcata,CA,Public,8525,8602,14490.0,9038.0,36601,89000.0,82.0,960.0,1160.0,18.0,24.0,www.humboldt.edu,40.866517,-124.08283999999999,California
624,Monmouth College,Monmouth,IL,Private,1033,1205,17190.0,27809.0,47970,88100.0,67.0,900.0,1090.0,20.0,25.0,www.monmouthcollege.edu,40.91271029999999,-90.64724770000001,Illinois
625,St. Francis College,Brooklyn,NY,Private,2362,2745,9560.0,15533.0,44488,93200.0,63.0,950.0,1120.0,20.0,24.0,www.sfc.edu,40.650102399999994,-73.9495829,New York
626,Elmira College,Elmira,NY,Private,1012,1135,26255.0,26883.0,55050,82200.0,85.0,,,,,www.elmira.edu,42.089796500000006,-76.8077338,New York
627,University of Southern Mississippi,Hattiesburg,MS,Public,13606,14478,13178.0,9292.0,24883,83900.0,98.0,,,19.0,26.0,www.home.usm.edu,31.327118900000002,-89.2903392,Mississippi
628,Lyon College,Batesville,AR,Private,672,705,18605.0,18534.0,39120,,64.0,1030.0,1234.0,22.0,28.0,www.lyon.edu,35.769799,-91.64097220000001,Arkansas
629,Southern Illinois University Carbondale,Carbondale,IL,Public,13518,14554,17175.0,10924.0,42770,90900.0,76.0,920.0,1330.0,20.0,26.0,www.siu.edu,37.7274692,-89.216655,Illinois
630,Kent State University Kent Campus,Kent,OH,Public,27376,28972,18432.0,7306.0,34046,83100.0,88.0,1040.0,1220.0,21.0,25.0,www.kent.edu,41.1536674,-81.357886,Ohio
631,Middle Tennessee State University,Murfreesboro,TN,Public,21913,23050,12416.0,8607.0,40458,81100.0,59.0,990.0,1210.0,20.0,25.0,www.mtsu.edu,35.845999,-86.3920452,Tennessee
632,Warren Wilson College,Asheville,NC,Private,661,695,25117.0,19414.0,49744,74600.0,79.0,1140.0,1285.0,25.0,29.0,www.warren-wilson.edu/external_index.php,35.600949799999995,-82.5540161,North Carolina
633,Northern Kentucky University,Highland Heights,KY,Public,14141,14456,9131.0,8295.0,32136,87400.0,90.0,993.0,1210.0,20.0,26.0,www.nku.edu,39.033090200000004,-84.4521512,Kentucky
634,Western Illinois University,Macomb,IL,Public,9441,9656,15844.0,9239.0,25835,85900.0,60.0,,,18.0,23.0,www.wiu.edu,40.4588934,-90.6713939,Illinois
635,"University of Alaska, Anchorage",Anchorage,AK,Public,15733,23824,13378.0,6207.0,39902,101000.0,83.0,,,,,www.uaa.alaska.edu,61.2163129,-149.89485200000001,Alaska
636,Fort Lewis College,Durango,CO,Public,3332,3925,17705.0,10850.0,36843,82600.0,83.0,1020.0,1210.0,20.0,25.0,www.fortlewis.edu,37.2713951,-107.8815978,Colorado
637,Marlboro College,Marlboro,VT,Private,185,390,17636.0,33054.0,55625,,97.0,,,,,www.marlboro.edu,42.859526,-72.72592709999999,Vermont
638,Wright State University,Dayton,OH,Public,14332,15957,16249.0,6546.0,32506,87800.0,97.0,980.0,1270.0,19.0,25.0,www.wright.edu,39.758947799999994,-84.1916069,Ohio
639,Hiram College,Hiram,OH,Private,1200,1221,21474.0,23318.0,47757,84100.0,64.0,940.0,1200.0,18.0,24.0,www.hiram.edu,41.312554999999996,-81.14371,Ohio
640,University of Memphis,Memphis,TN,Public,19875,21521,13921.0,8960.0,36372,85800.0,85.0,1010.0,1230.0,19.0,25.0,www.mephis.edu,35.1490215,-90.0516285,Tennessee
641,Eastern Kentucky University,Richmond,KY,Public,16155,16612,11892.0,8234.0,31978,80700.0,87.0,960.0,1130.0,20.0,25.0,www.eku.edu,37.747857200000006,-84.29465390000001,Kentucky
642,Fisk University,Nashville,TN,Private,701,738,28362.0,9396.0,37070,83600.0,45.0,940.0,1260.0,16.0,22.0,www.fisk.edu/Home.aspx,36.1622296,-86.7743531,Tennessee
643,Guilford College,Greensboro,NC,Private,1680,2050,23560.0,22964.0,50813,75600.0,91.0,,,,,www.guilford.edu,36.0726355,-79.79197540000001,North Carolina
644,Carson-Newman University,Jefferson City,TN,Private,1934,2514,18003.0,20126.0,40640,76500.0,67.0,940.0,1150.0,20.0,26.0,www.cn.edu,36.122310999999996,-83.4923961,Tennessee
645,Morehouse College,Atlanta,GA,Private,2202,2219,34928.0,17318.0,48723,98700.0,74.0,950.0,1160.0,18.0,23.0,www.morehouse.edu,33.7489924,-84.3902644,Georgia
646,New Mexico State University,Las Cruces,NM,Public,13379,14432,8625.0,9582.0,34720,96700.0,64.0,910.0,1160.0,18.0,23.0,www.nmsu.edu,32.3140354,-106.7798078,New Mexico
647,Indiana State University,Terre Haute,IN,Public,13626,13763,13012.0,9297.0,32938,85600.0,85.0,900.0,1110.0,17.0,23.0,www.indstate.edu,39.466702500000004,-87.4139119,Indiana
648,Emory &amp; Henry College,Emory,VA,Private,1094,1226,19340.0,27155.0,48100,70700.0,72.0,988.0,1170.0,19.0,25.0,www.ehc.edu,36.7728907,-81.8362343,Virginia
649,Wells College,Aurora,NY,Private,488,516,22828.0,30207.0,55180,,80.0,,,,,www.wells.edu,42.7338407,-78.6377068,New York
650,Catawba College,Salisbury,NC,Private,1336,1463,19807.0,23662.0,44921,78100.0,42.0,930.0,1100.0,18.0,23.0,www.catawba.edu,35.6709727,-80.4742261,North Carolina
